compound_inchikey	scaffold_group	development_fold
QQEILXDLZRLTME-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
QQMRPVREOTZDMG-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OC3CC(OC4CCCOC4)OCC3OC3CCCCO3)O2)OC1	1
QQNJKUVXVNGPSE-UHFFFAOYSA-N	ring:O=C(CC=CCC=CCCC=CCCCOC1OCCCC1OC1CCCCO1)OC1CCOC(OCC2CCCC(OC3CCOC(OCC=CCCC=CCCC=CCCCOC4OCCCC4OC4CCCCO4)C3)O2)C1	0
QROGIFZRVHSFLM-UHFFFAOYSA-N	ring:c1ccccc1	0
QSBRHMSGMHEVKB-UHFFFAOYSA-N	ring:C1CCC(OCC2CCCO2)OC1	2
QSLMDECMDJKHMQ-UHFFFAOYSA-N	ring:c1ccc2c(c1)C1CCC2c2ccccc21	0
QTTNOSKSLATGQB-UHFFFAOYSA-N	ring:c1cc2[nH]c1Cc1ccc([nH]1)Cc1ccc([nH]1)Cc1ccc([nH]1)C2	0
QTZXSYBVOSXBEJ-UHFFFAOYSA-N	acyclic_connectivity:CSCCC(N)C(=O)NC(CC(=O)O)C(=O)O	4
QUSSPXNPULRXKG-UHFFFAOYSA-N	ring:O=C1CCCCc2ccc(cc2)Oc2cccc(c2)CC1	3
QUXNYZHQBWMPNX-UHFFFAOYSA-N	ring:O=C(Oc1cccc(C(=O)Oc2ccccc2)c1)c1ccccc1	2
QVWRWMJXTWVRCW-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)OC1CCC2CCC3C4CCC5CCCCC5C4=CCC3C2C1	0
QVZKZDOWTVQTPL-UHFFFAOYSA-N	ring:O=C(NCC(=O)N1CCCC1)C1CCCN1	4
QWAZWXOCSOFIPS-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccc(C3OCCCC3OC3CCCCO3)cc12	4
QWBBPBRQALCEIZ-UHFFFAOYSA-N	ring:c1ccccc1	0
QXDHYSHOINNEAZ-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
QXKHYNVANLEOEG-UHFFFAOYSA-N	ring:O=c1ccc2cc3ccoc3cc2o1	2
QXUSBVUVNRNHFU-UHFFFAOYSA-N	ring:c1ccc(CN2CCc3sccc3C2)cc1	2
QXXDOTRDVRYWCT-UHFFFAOYSA-N	ring:c1cc(CCCCCCCCCCCCCCCCOCC2CCCO2)co1	2
QYITWZRZMMUYMO-UHFFFAOYSA-N	ring:C(CCC1CC2C(CC3C2CCC2C4CCC(OC5CCC(OC6OCCC(OC7CCCCO7)C6OC6CC(OC7CCCCO7)CCO6)CO5)CC4CCC23)O1)COC1CCCCO1	1
QYIXCDOBOSTCEI-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
QYJZSRPZFKAVGF-UHFFFAOYSA-N	ring:N=c1ccocc1	3
QYMDEOQLJUUNOF-UHFFFAOYSA-N	ring:c1ccc2c3c([nH]c2c1)CNCC3	4
QYOZAXQSDUAPDS-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCC=CCCCCCCCCCCO	4
QYSGYZVSCZSLHT-UHFFFAOYSA-N	acyclic_connectivity:FC(F)(F)C(F)(F)C(F)(F)F	3
QZAYGJVTTNCVMB-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
QZUDBNBUXVUHMW-UHFFFAOYSA-N	ring:c1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2	4
QZZXXWCIDSHZEF-UHFFFAOYSA-N	ring:O=C1C=CC2C(=CCC3C4CCCC4CCC23)C1	4
RADRBZBLNXVQEU-UHFFFAOYSA-N	ring:C=C(c1ccccc1)c1ccccc1	1
RAFZYSUICBQABU-UHFFFAOYSA-N	acyclic_connectivity:CC(=CC=O)CCCC(C)CCCC(C)CCCC(C)C	4
RAPZEAPATHNIPO-UHFFFAOYSA-N	ring:O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2	2
RBOXVHNMENFORY-UHFFFAOYSA-N	ring:c1cc2c3c(c1)OC1CCCC4C(C2)NCCC314	3
RBTUMRCMWWEVRS-UHFFFAOYSA-N	acyclic_connectivity:CCCCC=CCC(=O)OC(CCC(=O)[O-])[N+](C)(C)C	2
RCBSXXKUUVVZGA-UHFFFAOYSA-N	ring:O=C1CC2=CC3CCCCC3CC2O1	1
RCFJDVCRANOZEL-UHFFFAOYSA-N	ring:O=C1CCC2C(=CCC3C4CCCC4CCC23)C1	4
RCLLNBVPCJDIPX-UHFFFAOYSA-N	acyclic_connectivity:CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O	1
RCMFOCNCKTYXQN-UHFFFAOYSA-N	ring:C=C1C(OC2CCCCO2)CC2CC(=O)OC2C2C(=C)CCC12	0
RCTJEXXXCUZPMY-UHFFFAOYSA-N	ring:C1=C(c2ccc3ccccc3c2)CCCC1	1
RDJTWDKSYLLHRW-UHFFFAOYSA-N	ring:c1ccccc1	0
RDJXPXHQENRCNG-UHFFFAOYSA-N	ring:O=c1ccc2nc3ccccc3oc-2c1	3
RDMQPKIDHAFXKA-UHFFFAOYSA-N	ring:O=C1CC2CCC(=O)C2C2=C1C1CCCCC1CC2=O	2
RDOIQAHITMMDAJ-UHFFFAOYSA-N	ring:c1ccc(C2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1	2
RDSYZBZVCGNHLV-UHFFFAOYSA-N	ring:O=C1CC2CCC3C4CCC(OC5CCCCO5)CC4CCC3C2(COC2CCCC(COC3CCCCO3)O2)C1	0
RDYMFSUJUZBWLH-UHFFFAOYSA-N	ring:O=S1OCC2C3C=CC(C3)C2CO1	2
REPVLJRCJUVQFA-UHFFFAOYSA-N	ring:C1CC2CC(C1)C2	3
RERZNCLIYCABFS-UHFFFAOYSA-N	ring:C1=NCCc2c1[nH]c1ccccc21	1
RFFLAFLAYFXFSW-UHFFFAOYSA-N	ring:c1ccccc1	0
RFFOTVCVTJUTAD-UHFFFAOYSA-N	ring:C1CC2CCC1O2	4
RGACQXBDYBCJCY-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCCOC(=O)CCCCC	4
RGCVKNLCSQQDEP-UHFFFAOYSA-N	ring:c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1	1
RGMPGMYEOQNLRJ-UHFFFAOYSA-N	ring:O=C1CCCC(OC2CCC(OC3CCCCO3)CO2)CCCCC=CC=CCCO1	3
RGRYQUWGSJPMMK-UHFFFAOYSA-N	ring:C1CCC23CCCC2(CC1)O3	0
RHJLQMVZXQKJKB-UHFFFAOYSA-N	ring:O=C(NC(C=CS(=O)(=O)c1ccccc1)CCc1ccccc1)C(Cc1ccccc1)NC(=O)N1CCNCC1	3
RHWJWILQFJTFLH-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
RIOSBTRTZGOASU-UHFFFAOYSA-N	ring:c1ccoc1	3
RITKHVBHSGLULN-UHFFFAOYSA-N	acyclic_connectivity:NC(CCC(=O)NC(CS)C(=O)O)C(=O)O	3
RIVQQZVHIVNQFH-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
RJNJFKDVPIFVPQ-UHFFFAOYSA-N	ring:C=C1CCCC2CC(=O)CC12	0
RJWNCDOWHNLVPF-UHFFFAOYSA-N	ring:O=C1CCC2C1CCC1C3CCC=CC3CCC21	3
RKDWVYHBXWADKI-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C1CCCCC1C3	2
RKEITGVZZHXKON-UHFFFAOYSA-N	ring:O=C1CCN(C2CCCO2)C(=O)N1	2
RKHDKQYMVJXUEM-UHFFFAOYSA-N	ring:O=C1OCC2CC3CCCC3C=CC12	0
RKWGIWYCVPQPMF-UHFFFAOYSA-N	ring:c1ccccc1	0
RLQDORSASYKBNB-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3COC(OC4CCCOC4)CC3OC3CCCCO3)C2)OC1	2
RLVAVWQAAQFUOP-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C2CCC2C(C3CCCO3)CCC21	3
RMRJXGBAOAMLHD-UHFFFAOYSA-N	ring:c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315	2
RNFXBUGJWZOUJT-UHFFFAOYSA-N	acyclic_connectivity:CCSC(C)CCO	1
RNKSNIBMTUYWSH-UHFFFAOYSA-N	ring:C1CCNC1	1
RNLCXYLHWYFRJX-UHFFFAOYSA-N	ring:c1ccccc1	0
RNMOMKCRCIRYCZ-UHFFFAOYSA-N	ring:C1=C(c2nn[nH]n2)CNCC1	3
RNUCUWWMTTWKAH-UHFFFAOYSA-N	ring:c1ccccc1	0
RONZAEMNMFQXRA-UHFFFAOYSA-N	ring:c1ccc2c(c1)Cc1cccnc1N1CCNCC21	3
ROPTZEMBZSOFJO-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CCCCO4)O3)O2)OC1	2
ROQZUJKOMJECOM-UHFFFAOYSA-N	ring:O=C(CCc1ccccc1)OC1CC2CC(C1)C(OC(=O)c1ccccc1)C1C(CCC3OCC31)C(=O)C2=O	4
RPLCPCMSCLEKRS-UHFFFAOYSA-N	ring:C=C1CC2CCCC2C2CCC3=CCCCC3C12	0
RPYWXZCFYPVCNQ-UHFFFAOYSA-N	ring:C(=C1CCCN=C1c1cccnc1)c1ccccc1	1
RQOSXGWCILNIKB-UHFFFAOYSA-N	acyclic_connectivity:CCCCC(CC=O)SC	4
RQTOOFIXOKYGAN-UHFFFAOYSA-N	ring:O=c1cc[nH]c2cc3occc(=O)c3cc12	3
RQVYBGPQFYCBGX-UHFFFAOYSA-N	ring:c1ncncn1	1
RRAFCDWBNXTKKO-UHFFFAOYSA-N	ring:c1ccccc1	0
RRGUKTPIGVIEKM-UHFFFAOYSA-N	ring:O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1	2
RRHGJUQNOFWUDK-UHFFFAOYSA-N	acyclic_connectivity:C=CC(=C)C	2
RRRUXBQSQLKHEL-UHFFFAOYSA-N	ring:O=C(Nc1ccncc1)c1cccc(OC2CCCC2)c1	2
RRTVVRIFVKKTJK-UHFFFAOYSA-N	ring:O=C1CC(=O)N(c2ccccc2)c2ccccc2N1	3
RRVLNNMINXAIKC-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
RRVYBPVLSILURP-UHFFFAOYSA-N	ring:O=C1CCCC1=O	3
RRWFUAMYULSWAG-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC=[N+](O)O	0
RRZWAMPDGRWRPF-UHFFFAOYSA-N	ring:O=c1oc2ccccc2cc1Cc1ccccc1	3
RSXBEVMDACDZRB-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CCC(=NO)C(=O)O	4
RTDCJKARQCRONF-UHFFFAOYSA-N	acyclic_connectivity:CCN(C)N=O	2
RTHCYVBBDHJXIQ-UHFFFAOYSA-N	ring:c1ccc(COc2ccccc2)cc1	2
RTUZVPPGTJRELI-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
RUDATBOHQWOJDD-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
RUJPNZNXGCHGID-UHFFFAOYSA-N	ring:C1CCCCC1	3
RUOLKIITSCGKJQ-UHFFFAOYSA-N	ring:c1cscn1	3
RVGGCRQPGKFZDS-UHFFFAOYSA-N	ring:O=c1ccc2ccc3c(c2o1)CCO3	2
RWEKXNHIQHNUFY-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CC(OC5CC(OC6CCCCO6)CCO5)CCO4)O3)O2)OC1	2
RWMRBNNWQLUEFX-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
RWNIGYFVXYWBEW-UHFFFAOYSA-N	ring:c1cc(CCCCCCCCCC2CCCO2)co1	1
RWQKHEORZBHNRI-UHFFFAOYSA-N	ring:O=C(NCCc1ccccc1)c1ccc2c(c1)C(=O)OCC2	4
RWSSUUKUVKNZLZ-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C12CC(OC4CCCCO4)CC(C(=O)O1)C2C3	3
RXRDUVZIGPRFRB-UHFFFAOYSA-N	ring:C(C=CC=CC=CC=CC12CCCCC1O2)=CC=CC=CC=CC1C=C2CCCCC2O1	2
RXUWUMUEODDOSH-UHFFFAOYSA-N	ring:C1CCC(OCCOC2CC(OC3CC(OC4CCCCO4)CCO3)CCO2)OC1	4
RXZBMPWDPOLZGW-UHFFFAOYSA-N	ring:N=C1CCCCOC(=O)CC(OC2CCCCO2)CC(OC2CCCCO2)CCC1	0
RYMSXFPLTLWXCK-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CCCCC=CCC(=O)CCC=CC=CC(O)CCCC(=O)O	2
RYMZZMVNJRMUDD-UHFFFAOYSA-N	ring:O=C1CCCC(CCC2CC=CC3=CCCCC32)O1	0
RYYVLZVUVIJVGH-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
RZEKVGVHFLEQIL-UHFFFAOYSA-N	ring:c1ccc(-c2ccnn2-c2ccccc2)cc1	2
RZEQTVHJZCIUBT-UHFFFAOYSA-N	acyclic_connectivity:N=C(N)NCCCC(NC(=O)C(N)CO)C(=O)O	4
RZJSUWQGFCHNFS-UHFFFAOYSA-N	ring:c1ccccc1	0
RZNASINOWKDLAT-UHFFFAOYSA-N	ring:C=c1cc2[nH]c1=Cc1ccc([nH]1)C=c1ccc([nH]1)=Cc1cc(=C)c([nH]1)=C2	2
RZVAJINKPMORJF-UHFFFAOYSA-N	ring:c1ccccc1	0
SBPBAQFWLVIOKP-UHFFFAOYSA-N	ring:c1ccncc1	2
SCAPWGHHHZEERU-UHFFFAOYSA-N	ring:C1=CCC2C(C1)CCC1C2CCC2C3CCCCC3CCC21	3
SDWGOFYIBUYAQT-UHFFFAOYSA-N	ring:C=C1CCCC2CCCCC12	2
SDYNZSKYFKAXNJ-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OC3CCOC(OC4CCCOC4)C3)O2)OC1	3
SEBFKMXJBCUCAI-UHFFFAOYSA-N	ring:O=C1CC(c2ccc3c(c2)OC(c2ccccc2)CO3)Oc2ccccc21	4
SEEPANYCNGTZFQ-UHFFFAOYSA-N	ring:O=S(=O)(Nc1ncccn1)c1ccccc1	0
SELMQMFULRQVFS-UHFFFAOYSA-N	ring:C(C=CC=CC=CC=CC=CC1=CCCCC1)=CC=CC=CC=CC=CCCC1CO1	4
SEQDDYPDSLOBDC-UHFFFAOYSA-N	ring:O=C1CN=C(c2ccccc2)c2ccccc2N1	4
SERLAGPUMNYUCK-UHFFFAOYSA-N	ring:C1CCOCC1	3
SEWAOKNHYLYQEL-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCC(=O)CCCCCCC(=O)O	4
SFBODOKJTYAUCM-UHFFFAOYSA-N	ring:O=c1c(-c2ccccc2)coc2ccccc12	4
SGLAKMDXJPVHBY-UHFFFAOYSA-N	ring:O=C1N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C=NC12CCCC2	1
SGOOQMRIPALTEL-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1)c1cc2ccccc2[nH]c1=O	2
SGSGCQGCVKWRNM-UHFFFAOYSA-N	ring:c1ccc2sccc2c1	2
SGTNSNPWRIOYBX-UHFFFAOYSA-N	ring:c1ccc(CCCCNCCc2ccccc2)cc1	1
SHCAWXCZHVEGLB-UHFFFAOYSA-N	ring:O=C1CNC(=O)C(N2C(=O)c3ccccc3C2=O)C1	3
SHXWCVYOXRDMCX-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
SHZGCJCMOBCMKK-UHFFFAOYSA-N	ring:C1CCOCC1	3
SIDLHXXVIBTSJZ-UHFFFAOYSA-N	ring:c1ccc(COc2ccc3cccnc3c2)cc1	2
SIKJAQJRHWYJAI-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
SKFYEJMLNMTTJA-UHFFFAOYSA-N	ring:O=c1oc2ccccc2cc1Cc1ccccc1	3
SKTFAQNZNWTXFP-UHFFFAOYSA-N	ring:c1ccc2c(c1)CC(c1ccc(OC3CCCCO3)cc1)O2	1
SLFGIOIONGJGRT-UHFFFAOYSA-N	ring:c1ccc2c(c1)Nc1ccccc1S2	1
SLRCCWJSBJZJBV-UHFFFAOYSA-N	ring:C1CCN2CC3CC(CN4CCCCC34)C2C1	3
SLUYGGAVUSVJOT-UHFFFAOYSA-N	ring:O=C1C=CCCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1	3
SLVMESMUVMCQIY-UHFFFAOYSA-N	ring:c1ccc2c(c1)Sc1ccccc1N2CCC1CCCCN1	3
SMANXXCATUTDDT-UHFFFAOYSA-N	ring:C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1	4
SMEROWZSTRWXGI-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
SMNDYUVBFMFKNZ-UHFFFAOYSA-N	ring:c1ccoc1	3
SMWDFEZZVXVKRB-UHFFFAOYSA-N	ring:c1ccc2ncccc2c1	2
SNICXCGAKADSCV-UHFFFAOYSA-N	ring:c1cncc(C2CCCN2)c1	3
SNPPWIUOZRMYNY-UHFFFAOYSA-N	ring:c1ccccc1	0
SOZHSICUHFFXDQ-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2C1	4
SPCIYGNTAMCTRO-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
SPKBYQZELVEOLL-UHFFFAOYSA-N	ring:O=C(NC1CC2CCC(C1)N2)c1cccc2c1OCC2	1
SQAINHDHICKHLX-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
SQFSKOYWJBQGKQ-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
SQGZFRITSMYKRH-UHFFFAOYSA-N	ring:O=C1CCC2C(=CCC3C4CCC(=O)C4CCC23)C1	0
SQNGSKAAFBONFI-UHFFFAOYSA-N	ring:c1cnc2c(c1)CCC2	3
SRZXCOWFGPICGA-UHFFFAOYSA-N	acyclic_connectivity:SCCCCCCS	4
SSEBTPPFLLCUMN-UHFFFAOYSA-N	ring:c1ccc2occc2c1	3
SSOLNOMRVKKSON-UHFFFAOYSA-N	ring:c1ccccc1	0
STLJXSQSUAPXFX-UHFFFAOYSA-N	ring:C1=C2C3CCCC3CCC2C2CCCCC2C1	2
STNNDCBSPFQUIQ-UHFFFAOYSA-N	acyclic_connectivity:C=C(C=CC=O)CCCCCCCCCC	3
STVIMSVCYHRGIY-UHFFFAOYSA-N	ring:c1cc(OC2CCCCO2)cc(OC2CCCCO2)c1	4
SUAKHGWARZSWIH-UHFFFAOYSA-N	acyclic_connectivity:CCN(C=O)CC	3
SUBDBMMJDZJVOS-UHFFFAOYSA-N	ring:c1ccc(C[SH+]c2nc3ccccc3[nH]2)nc1	3
SULXAXUGFHTBKQ-UHFFFAOYSA-N	ring:C1=CC2CCC3C4CCC(OC5CCC(OC6CCC(OC7CCC(OC8CCCCO8)CO7)CO6)CO5)CC4=CCC3C2C1	2
SUYNESVDWLCJSR-UHFFFAOYSA-N	ring:O=C(NCc1ccccc1)c1cccc(Cc2c[nH]c(=O)s2)c1	2
SVCNNZDUGWLODJ-UHFFFAOYSA-N	ring:C=C1CC(=C)C(=O)OC2CCN3CC=C(COC(=O)C1)C23	1
SWINWPBPEKHUOD-UHFFFAOYSA-N	ring:O=C1CCC2C1CCC1c3ccccc3CCC12	3
SWIRXSKBBSJXGY-UHFFFAOYSA-N	ring:O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5	2
SWLDVJDYIJBAMP-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
SWMPJSKJLYNRQG-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
SWPAIUOYLTYQKK-UHFFFAOYSA-N	ring:O=c1[nH][nH]c2c1CC1C(CCC3C4CCCC4CCC13)C2	3
SXIBUDLORNYMST-UHFFFAOYSA-N	ring:O=C1C=CCCCC(=O)CCCC=CC=CC=CCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(CCC2CCCCC2)C1	0
SXJKRFLZGRFPBD-UHFFFAOYSA-N	acyclic_connectivity:CCCC=CCOC(=O)C(C)CC	4
SXZWBNWTCVLZJN-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCC=CC(O)C(COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC	2
SYNOVMDJYWJCON-UHFFFAOYSA-N	ring:c1ccoc1	3
SYTBZMRGLBWNTM-UHFFFAOYSA-N	ring:c1ccc(-c2ccccc2)cc1	1
SYTWWAZKYVYTTQ-UHFFFAOYSA-N	ring:C=C1CCCCC1CCC1C=CCCC1	4
SZNXJUGSSOHWJM-UHFFFAOYSA-N	ring:O=C1CCCC2CCCC=C12	4
TTWJBBZEZQICBI-UHFFFAOYSA-N	ring:c1ccccc1	0
TTYCFBAOLXCFAB-UHFFFAOYSA-N	ring:c1cn(C2CCCO2)cn1	1
TUNFSRHWOTWDNC-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCC(=O)O	4
TUSDEZXZIZRFGC-UHFFFAOYSA-N	ring:O=C(OC1CC2CC(COC(=O)c3ccccc3-c3ccccc3C(=O)O2)O1)c1ccccc1	0
TUSIZTVSUSBSQI-UHFFFAOYSA-N	ring:C1CCCCC1	3
TUSQPOXZYYVVMH-UHFFFAOYSA-N	ring:C1CCC2OC2C1	1
TVOFUERNMZTYRM-UHFFFAOYSA-N	ring:C1=CC2=CCN3CCc4cc5c(cc4C23CC1)OCO5	0
TVRIMSLYKUNOPS-UHFFFAOYSA-N	ring:C1=C2c3cc4[nH]c5c(c4cc3CC2COC1)CC1CCC2C3=CCCOC3CCC2C51	3
TVYLLZQTGLZFBW-UHFFFAOYSA-N	ring:c1ccc(C2CCCCC2)cc1	4
TWKNDDJHVQUEJF-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C2CCC2C3CCCC3CCC21	4
TWZNCTCQAGRUGQ-UHFFFAOYSA-N	ring:c1ccc(C2Sc3ccccc3OC2c2ccc(OCCN3CCCCC3)cc2)cc1	3
TXEFUSAHPIYZHD-UHFFFAOYSA-N	ring:O=c1ccc2nccc3c4ccccc4n1c23	1
TXRDDCDJSYWHET-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
TXUZVZSFRXZGTL-UHFFFAOYSA-N	ring:C(=C(c1ccccc1)c1ccccc1)c1ccccc1	4
TXVAOITYBBWKMG-UHFFFAOYSA-N	acyclic_connectivity:CC=CC(=O)CCC	4
TXXHDPDFNKHHGW-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)C=CC=CC(=O)O	1
TYEYBOSBBBHJIV-UHFFFAOYSA-N	acyclic_connectivity:CCC(=O)C(=O)O	4
TYNQWWGVEGFKRU-UHFFFAOYSA-N	ring:C1=C2CC(OC3OCC(OC4CCCCO4)CC3OC3CCCCO3)CCC2C2CCC3C(CC4C3CC3CCCCN34)C2C1	4
TYRRSRADDAROSO-UHFFFAOYSA-N	ring:C1CO1	1
TYYLDKGBCJGJGW-UHFFFAOYSA-N	ring:O=C(CCc1c[nH]c2ccccc12)NCCc1ccccc1	4
TZBJGXHYKVUXJN-UHFFFAOYSA-N	ring:O=c1c(-c2ccccc2)coc2ccccc12	4
TZFWDZFKRBELIQ-UHFFFAOYSA-N	ring:O=c1[nH]c2ccccc2o1	2
TZTLCJNYBHBVBN-UHFFFAOYSA-N	ring:O=C1CCSSCCCNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1	0
UAKVFUWDGIZDMA-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OC3CC(OC4CCCOC4)OCC3OC3CC(OC4CCCCO4)CCO3)O2)OC1	4
UAKYQMHTPLVMJD-UHFFFAOYSA-N	ring:C1CCOCC1	3
UAWLTQJFZUYROA-UHFFFAOYSA-N	ring:c1ccc2c(c1)ccc1c3ccccc3ccc21	4
UAWXGRJVZSAUSZ-UHFFFAOYSA-N	ring:c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1	1
UBCMQDIOEUZUPT-UHFFFAOYSA-N	ring:C1CCC(OC2COC(OC3CCCOC3)CC2OC2CCCCO2)OC1	4
UBLAMKHIFZBBSS-UHFFFAOYSA-N	acyclic_connectivity:CCCCC(=O)OCCC(C)C	1
UBORTCNDUKBEOP-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2ncn(C3CCCO3)c2[nH]1	0
UBQNRHZMVUUOMG-UHFFFAOYSA-N	ring:c1ccc2oncc2c1	4
UCHDWCPVSPXUMX-UHFFFAOYSA-N	ring:C(=Cc1ccc2ccccc2n1)c1cccc(C(CCc2ccccc2)SCC2CC2)c1	0
UEJJHQNACJXSKW-UHFFFAOYSA-N	ring:O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1	4
UEQUQVLFIPOEMF-UHFFFAOYSA-N	ring:c1ccc2c(c1)Cc1ccccc1N1CCNCC21	3
UFCLZKMFXSILNL-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)OC1CCCCC1OC(=O)C=Cc1ccccc1	2
UFFBMTHBGFGIHF-UHFFFAOYSA-N	ring:c1ccccc1	0
UFHLMYOGRXOCSL-UHFFFAOYSA-N	ring:C=C1SCCS1	3
UFOUZKFFEDCDRA-UHFFFAOYSA-N	ring:C1=C2CCCC(OC3CCCCO3)C2C2CCC3CC(OC4CCCCO4)CC3C2C1	4
UFWIBTONFRDIAS-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
UGFMBZYKVQSQFX-UHFFFAOYSA-N	ring:c1ccccc1	0
UGJUNCJBZLALDV-UHFFFAOYSA-N	ring:O=C(c1ccccc1)c1cccs1	4
UHNRLUJLKSYZAJ-UHFFFAOYSA-N	ring:C1=C2CC(OC3CCCC(COC4CCCCO4)O3)CCC2C2CCC3CCCC3C2C1	1
UHOVQNZJYSORNB-UHFFFAOYSA-N	ring:c1ccccc1	0
UHQNVKKALWJDQL-UHFFFAOYSA-N	ring:O=C(OC1CCCCO1)C12CCCCC1C1=CCC3C4CCC(OC5CCCCO5)CC4CCC3C1CC2	0
UHRXEPZELBAZEZ-UHFFFAOYSA-N	ring:c1ccc2ccccc2c1	4
UIKPUUZBQYTDRX-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCCOC3)C2)OC1	4
UIKROCXWUNQSPJ-UHFFFAOYSA-N	ring:O=C1CCC(c2cccnc2)N1	1
UIOFUWFRIANQPC-UHFFFAOYSA-N	ring:O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1	0
UISKIUIWPSPSAV-UHFFFAOYSA-N	ring:c1cc2ccc3cccc4ccc(c1)c2c34	1
UKLDABCYBVVGHL-UHFFFAOYSA-N	acyclic_connectivity:C#CC#CC#CCCO	0
UKMCCFHULJHJNS-UHFFFAOYSA-N	ring:O=C1C=C2CCCCC2C2CCC3CCCC3C12	0
